Page,Price,Type,Beds,Baths,Area,Location
636,"680,000",Apartment,5,3,172 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"850,000",Apartment,6,4,215 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"550,000",Apartment,4,N/A,146 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"1,500,000",Apartment,6,N/A,363 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"950,000",Apartment,5,3,94 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
636,"800,000",Apartment,5,3,145 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"650,000",Apartment,4,3,132 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"830,000",Apartment,6,3,149 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"660,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"530,000",Apartment,4,3,140 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
636,"750,000",Apartment,3,3,144 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"650,000",Apartment,4,3,132 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"660,000",Apartment,4,3,115 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"790,000",Apartment,5,3,170 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"700,000",Apartment,5,3,145 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"800,000",Apartment,5,3,149 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"730,000",Apartment,5,3,155 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"950,000",Apartment,5,3,181 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
636,"799,000",Apartment,6,3,223 Sq. M.,"Governmental1, Jeddah"
636,"1,230,000",Apartment,6,3,289 Sq. M.,"Governmental1, Jeddah"
636,"779,000",Apartment,6,3,223 Sq. M.,"Governmental1, Jeddah"
636,"470,000",Apartment,4,3,141 Sq. M.,"Al Waha, North Jeddah, Jeddah"
636,"620,000",Apartment,5,4,217 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
636,"670,000",Apartment,5,2,164 Sq. M.,"Al Samer, North Jeddah, Jeddah"
637,"580,000",Apartment,5,N/A,173 Sq. M.,"Al Waha, North Jeddah, Jeddah"
637,"620,000",Apartment,5,3,176 Sq. M.,"Prince Abdulmajeed, South Jeddah, Jeddah"
637,"1,370,000",Apartment,5,4,251 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
637,"470,000",Apartment,2,2,94 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
637,"793,000",Apartment,5,3,178 Sq. M.,"Al Naim, North Jeddah, Jeddah"
637,"495,000",Apartment,4,2,130 Sq. M.,"Al Manar, North Jeddah, Jeddah"
637,"500,000",Apartment,4,3,139 Sq. M.,"Al Samer, North Jeddah, Jeddah"
637,"415,000",Apartment,4,3,105 Sq. M.,"Al Manar, North Jeddah, Jeddah"
637,"715,000",Apartment,5,N/A,194 Sq. M.,"Al Waha, North Jeddah, Jeddah"
637,"770,000",Apartment,3,3,140 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
637,"650,000",Apartment,3,N/A,120 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
637,"770,000",Apartment,5,4,177 Sq. M.,"Al Faisaliyah, Central Jeddah, Jeddah"
637,"690,000",Apartment,5,4,200 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
637,"420,000",Apartment,4,N/A,124 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
637,"650,000",Apartment,3,3,125 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
637,"690,000",Apartment,4,4,173 Sq. M.,"Al Hamdaniyah, North Jeddah, Jeddah"
637,"550,000",Apartment,3,4,175 Sq. M.,"Al Safa, North Jeddah, Jeddah"
637,"720,000",Apartment,5,4,158 Sq. M.,"Al Safa, North Jeddah, Jeddah"
637,"850,000",Apartment,6,4,212 Sq. M.,"Al Safa, North Jeddah, Jeddah"
637,"520,000",Apartment,3,2,109 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
637,"740,000",Apartment,5,4,169 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
637,"680,000",Apartment,5,3,158 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
637,"990,000",Apartment,1,5,250 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
637,"680,000",Apartment,5,N/A,162 Sq. M.,"Al Safa, North Jeddah, Jeddah"
637,"820,000",Apartment,5,3,192 Sq. M.,"Al Safa, North Jeddah, Jeddah"
638,"499,000",Apartment,3,1,175 Sq. M.,"Al Safa, North Jeddah, Jeddah"
638,"475,000",Apartment,3,3,105 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
638,"470,000",Apartment,3,2,174 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
638,"590,000",Apartment,4,1,126 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
638,"499,000",Apartment,4,N/A,135 Sq. M.,"Al Waha, North Jeddah, Jeddah"
638,"280,000",Apartment,2,N/A,95 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
638,"295,000",Apartment,3,1,95 Sq. M.,"Al Safa, North Jeddah, Jeddah"
638,"565,000",Apartment,4,2,158 Sq. M.,"Taiba District, North Jeddah, Jeddah"
638,"370,000",Apartment,3,2,90 Sq. M.,"Al Waha, North Jeddah, Jeddah"
638,"780,000",Apartment,4,N/A,140 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
638,"450,000",Apartment,3,3,102 Sq. M.,"Al Waha, North Jeddah, Jeddah"
638,"2,200,000",Apartment,7,5,480 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
638,"660,000",Apartment,4,N/A,187 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
638,"449,000",Apartment,4,3,110 Sq. M.,"Al Waha, North Jeddah, Jeddah"
638,"750,000",Apartment,6,4,196 Sq. M.,"Al Safa, North Jeddah, Jeddah"
638,"680,000",Apartment,6,4,204 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
638,"820,000",Apartment,4,4,169 Sq. M.,"Al Safa, North Jeddah, Jeddah"
638,"660,000",Apartment,3,4,154 Sq. M.,"Al Rabwa, North Jeddah, Jeddah"
638,"570,000",Apartment,3,4,120 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
638,"670,000",Apartment,5,3,228 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
638,"580,000",Apartment,4,N/A,131 Sq. M.,"Al Manar, North Jeddah, Jeddah"
638,"840,000",Apartment,5,3,170 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
638,"560,000",Apartment,3,3,140 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
638,"495,000",Apartment,4,3,135 Sq. M.,"Al Manar, North Jeddah, Jeddah"
638,"650,000",Apartment,5,3,159 Sq. M.,"Al Manar, North Jeddah, Jeddah"
639,"1,150,000",Apartment,5,3,233 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
639,"760,000",Apartment,4,3,144 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
639,"560,000",Apartment,4,2,129 Sq. M.,"Al Manar, North Jeddah, Jeddah"
639,"485,000",Apartment,4,N/A,129 Sq. M.,"Al Waha, North Jeddah, Jeddah"
639,"600,000",Apartment,3,3,158 Sq. M.,"Al Waha, North Jeddah, Jeddah"
639,"750,000",Apartment,3,2,125 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
639,"650,000",Apartment,5,4,173 Sq. M.,"Bani Malik, North Jeddah, Jeddah"
639,"1,050,000",Apartment,3,4,135 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
639,"445,000",Apartment,3,2,106 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"1,000,000",Apartment,6,4,205 Sq. M.,"Al Woroud, North Jeddah, Jeddah"
639,"630,000",Apartment,5,4,151 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"420,000",Apartment,3,2,105 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"770,000",Apartment,4,N/A,146 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
639,"750,000",Apartment,5,5,185 Sq. M.,"Bani Malik, North Jeddah, Jeddah"
639,"715,000",Apartment,6,4,180 Sq. M.,"Al Waha, North Jeddah, Jeddah"
639,"620,000",Apartment,5,4,161 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"833,000",Apartment,6,N/A,264 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"595,000",Apartment,4,3,146 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
639,"669,000",Apartment,5,N/A,782 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
639,"770,000",Apartment,4,2,145 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
639,"700,000",Apartment,4,N/A,145 Sq. M.,"Al Zahraa, North Jeddah, Jeddah"
639,"780,000",Apartment,5,3,237 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
639,"750,000",Apartment,5,4,194 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
639,"660,000",Apartment,5,4,192 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
639,"610,000",Apartment,5,N/A,177 Sq. M.,"Al Mraikh, North Jeddah, Jeddah"
640,"730,000",Apartment,5,N/A,176 Sq. M.,"Al Manar, North Jeddah, Jeddah"
640,"350,000",Apartment,3,3,125 Sq. M.,"Al Waha, North Jeddah, Jeddah"
640,"680,000",Apartment,4,3,149 Sq. M.,"Al Waha, North Jeddah, Jeddah"
640,"7,980,000",Apartment,3,N/A,170 Sq. M.,"Al Safa, North Jeddah, Jeddah"
640,"750,000",Apartment,4,4,145 Sq. M.,Makkah
640,"1,650,000",Villa,3,5,312 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
640,"670,000",Apartment,5,3,157 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
640,"2,000,000",Villa,5,5,312 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
640,"1,700,000",Villa,6,5,312 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
640,"1,100,000",Apartment,5,5,230 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
640,"1,700,000",Villa,6,5,312 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
640,"595,000",Apartment,3,3,120 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
640,"1,800,000",Villa,5,5,370 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
640,"1,950,000",Villa,4,3,312 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
640,"1,950,000",Villa,5,1,362 Sq. M.,"Al Zumorrud, North Jeddah, Jeddah"
640,"1,499,998",Villa,5,5,220 Sq. M.,"Al Yaqout, North Jeddah, Jeddah"
640,"625,000",Apartment,3,N/A,125 Sq. M.,"Al Nahdah, North Jeddah, Jeddah"
640,"385,000",Apartment,3,3,"22,251 Sq. M.","Al Fayhaa, North Jeddah, Jeddah"
640,"650,000",Apartment,4,3,132 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
640,"350,000",Apartment,3,3,116 Sq. M.,"Al Sulaymaniyah, North Jeddah, Jeddah"
640,"950,000",Apartment,3,2,129 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
640,"800,000",Apartment,4,4,145 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
640,"520,000",Apartment,4,3,120 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
640,"800,000",Apartment,4,4,145 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
640,"600,000",Apartment,3,3,170 Sq. M.,"Al Bawadi, North Jeddah, Jeddah"
641,"950,000",Apartment,5,4,163 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"420,000",Apartment,4,3,122 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
641,"339,000",Apartment,3,3,122 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
641,"950,000",Apartment,5,4,155 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"595,000",Apartment,4,N/A,126 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"320,000",Apartment,3,3,111 Sq. M.,"Al Safa, North Jeddah, Jeddah"
641,"260,000",Apartment,2,2,97 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
641,"500,000",Apartment,4,3,130 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
641,"570,000",Apartment,5,4,170 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
641,"530,000",Apartment,4,3,150 Sq. M.,"Al Rehab, North Jeddah, Jeddah"
641,"570,000",Apartment,4,3,120 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"600,000",Apartment,5,3,180 Sq. M.,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
641,"585,000",Apartment,4,3,138 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"350,000",Apartment,3,3,108 Sq. M.,"Al Safa, North Jeddah, Jeddah"
641,"499,000",Apartment,4,3,130 Sq. M.,"Al Sawari, North Jeddah, Jeddah"
641,"480,000",Apartment,3,2,94 Sq. M.,"Al Rawdah, North Jeddah, Jeddah"
641,"399,000",Apartment,4,3,123 Sq. M.,"Al Nuzhah, North Jeddah, Jeddah"
641,"599,000",Apartment,4,3,172 Sq. M.,"Al Nakheel, North Jeddah, Jeddah"
641,"379,000",Apartment,4,3,126 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
641,"730,000",Apartment,3,2,194 Sq. M.,"Al Wadi, South Jeddah, Jeddah"
641,"365,000",Apartment,3,2,109 Sq. M.,"Al Rehab, North Jeddah, Jeddah"
641,"270,000",Apartment,2,N/A,90 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
641,"329,000",Apartment,3,3,104 Sq. M.,"Al Waha, North Jeddah, Jeddah"
641,"309,000",Apartment,3,N/A,122 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
641,"495,000",Apartment,4,3,150 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
642,"389,999",Apartment,3,N/A,115 Sq. M.,"Al Fayhaa, North Jeddah, Jeddah"
642,"480,000",Apartment,4,3,133 Sq. M.,"Al Safa, North Jeddah, Jeddah"
642,"750,000",Apartment,3,4,194 Sq. M.,"Al Aziziyah, North Jeddah, Jeddah"
642,"830,000",Apartment,5,4,233 Sq. M.,"Al Manar, North Jeddah, Jeddah"
642,"660,000",Apartment,5,4,192 Sq. M.,"Al Rayaan, North Jeddah, Jeddah"
642,"550,000",Apartment,5,3,150 Sq. M.,"Al Rehab, North Jeddah, Jeddah"
642,"730,000",Apartment,5,3,168 Sq. M.,"Al Waha, North Jeddah, Jeddah"
642,"2,000,000",Villa,6,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"2,000,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,950,000",Villa,6,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,870,000",Villa,3,3,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,650,000",Villa,5,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,930,000",Villa,6,N/A,255 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,900,000",Villa,5,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,400,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"2,000,000",Villa,6,5,360 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,870,000",Villa,3,3,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,930,000",Villa,6,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"2,650,000",Villa,5,4,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,900,000",Villa,4,5,190 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,350,000",Villa,5,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,750,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,550,000",Villa,5,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,450,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
642,"1,750,000",Villa,6,N/A,245 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,100,000",Villa,6,N/A,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,500,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,600,000",Villa,5,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,350,000",Villa,5,4,"2,000 Sq. M.","Al Mahdiyah, West Riyadh, Riyadh"
643,"2,500,000",Villa,6,N/A,385 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,250,000",Villa,6,N/A,315 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,900,000",Villa,5,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,650,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,750,000",Villa,6,4,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,200,000",Villa,6,N/A,333 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,500,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,470,000",Villa,4,4,275 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"410,000",Apartment,4,N/A,133 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
643,"1,820,000",Villa,7,N/A,178 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,100,000",Villa,5,5,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,550,000",Villa,5,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,850,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,700,000",Villa,6,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,100,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,800,000",Villa,5,N/A,262 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,650,000",Villa,5,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"500,000",Apartment,4,N/A,133 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
643,"1,500,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"2,190,000",Villa,4,N/A,313 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
643,"1,790,000",Villa,4,3,219 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,800,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,600,000",Villa,3,3,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,850,000",Villa,6,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,600,000",Villa,3,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,930,000",Villa,6,4,255 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"2,400,000",Villa,3,5,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,800,000",Villa,5,5,280 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,470,000",Villa,6,N/A,231 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,400,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"2,200,000",Villa,4,3,303 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"315,000",Apartment,4,N/A,103 Sq. M.,"Al Waha, North Jeddah, Jeddah"
644,"1,700,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,750,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,400,000",Villa,6,5,237 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"2,300,000",Villa,3,3,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"2,300,000",Villa,4,5,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"3,380,000",Villa,3,5,400 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,700,000",Villa,6,N/A,260 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,650,000",Villa,6,5,231 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,650,000",Villa,6,N/A,231 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"2,200,088",Villa,6,5,300 Sq. M.,"Mansuriyah, South Riyadh, Riyadh"
644,"1,390,000",Villa,3,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,870,000",Villa,6,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,700,000",Villa,6,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
644,"1,700,000",Villa,5,N/A,222 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,800,000",Villa,5,N/A,262 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,400,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,350,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,700,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"2,500,000",Villa,3,5,360 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,790,000",Villa,6,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,700,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,300,000",Villa,5,N/A,"2,000 Sq. M.","Al Mahdiyah, West Riyadh, Riyadh"
645,"1,700,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"2,250,000",Villa,5,N/A,333 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,750,000",Villa,6,N/A,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,400,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"2,500,000",Villa,5,N/A,450 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"510,000",Apartment,5,N/A,155 Sq. M.,"Abruq Al Rughamah, North Jeddah, Jeddah"
645,"2,250,000",Villa,5,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,600,000",Villa,6,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,650,000",Villa,5,5,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"2,100,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,790,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,470,000",Villa,7,5,276 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,500,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,600,000",Villa,5,3,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,400,000",Villa,4,2,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,700,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
645,"1,700,000",Villa,5,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,900,000",Villa,6,4,275 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,650,000",Villa,5,4,280 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,750,000",Villa,6,5,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"2,100,000",Villa,6,N/A,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,900,000",Villa,4,3,275 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"440,000",Apartment,4,N/A,133 Sq. M.,"Al Waha, North Jeddah, Jeddah"
646,"1,400,000",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"2,250,000",Villa,6,N/A,375 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,800,000",Villa,6,5,270 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,450,000",Villa,5,N/A,213 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,650,000",Villa,5,N/A,223 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"2,470,000",Villa,6,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,650,000",Villa,4,3,231 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,800,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,300,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,300,000",Villa,9,5,231 Sq. M.,"Al Falah, North Jeddah, Jeddah"
646,"1,400,000",Villa,5,5,225 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,900,000",Villa,5,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,700,000",Villa,6,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,870,000",Villa,5,3,255 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"2,650,000",Villa,5,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,550,000",Villa,5,N/A,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,350,000",Villa,4,3,190 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,900,000",Villa,6,N/A,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
646,"1,930,000",Villa,6,N/A,255 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"1,299,999",Villa,6,5,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"2,100,000",Villa,6,N/A,250 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"1,750,000",Villa,3,5,300 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"1,400,000",Villa,5,N/A,270 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"439,000",Apartment,4,3,130 Sq. M.,"Al Waha, North Jeddah, Jeddah"
647,"1,600,000",Villa,5,4,200 Sq. M.,"Al Mahdiyah, West Riyadh, Riyadh"
647,"1,550,000",Villa,7,4,625 Sq. M.,"Al Riyadh, North Jeddah, Jeddah"
647,"495,000",Apartment,4,3,150 Sq. M.,"Al Marwah, North Jeddah, Jeddah"
647,"560,000",Apartment,4,3,147 Sq. M.,"Al Salamah, North Jeddah, Jeddah"
